Timestamp,/RealOutputs/Elevator/HeightCM
31.270898,0
77.555022,0.00743994140625
77.706742,0.040506347656250004
77.929973,0.0413330078125
78.116159,0.05207958984375001
78.20839,0.056212890625000005
78.321972,0.0644794921875
78.449466,0.06861279296875
88.595574,0.07935937500000001
88.675654,0.08101269531250001
88.783541,0.08349267578125
88.87579,0.0843193359375
88.95882,0.08514599609375001
89.135991,0.08597265625
89.465717,0.0876259765625
89.701321,0.0975458984375
89.891384,0.08101269531250001
89.986045,0.08018603515625
90.099664,0.0710927734375
90.18082,0.1190390625
90.354262,0.10085253906250001
92.719128,0.09506591796875
95.720239,-0.0710927734375
95.801655,-0.00661328125
95.880623,-0.00413330078125
95.978678,-0.003306640625
97.090862,0.003306640625
97.186301,0.00743994140625
97.290831,0.00909326171875
97.371449,0.009919921875000001
97.755267,0.01074658203125
97.854064,0.0115732421875
97.974343,0.017359863281250002
98.06329,0.01901318359375
98.182882,0.023146484375
98.282736,0.03554638671875
98.366601,0.049599609375
98.461985,0.050426269531250005
98.548001,0.051252929687500004
98.714265,0.05290625
98.822764,0.05538623046875
98.901972,0.056212890625000005
98.970236,0.058692871093749995
99.068032,0.06199951171875001
99.147908,0.06530615234375
99.255239,0.0677861328125
99.326786,0.06861279296875
99.438698,0.07522607421875001
99.519836,0.07935937500000001
99.635532,0.0843193359375
99.797381,0.089279296875
100.02729,0.0942392578125
100.131429,0.0975458984375
100.438302,0.09175927734375
100.463808,0.082666015625
100.565759,0.09175927734375
100.675668,0.0975458984375
100.780178,0.08679931640625001
100.874301,0.08597265625
102.22181,3.574478515625
102.319903,3.3504536132812497
102.455707,3.0636025390625
102.582886,0.16615869140625
102.678029,2.026970703125
102.867721,3.1768549804687503
102.981748,3.012349609375
103.062329,2.9701899414062503
103.154616,2.9015771484375
103.287471,2.886697265625
103.461377,2.90075048828125
103.56381,2.9065371093750003
103.671548,2.89248388671875
103.77554,2.8809106445312502
103.908766,2.8784306640625
104.034275,2.89248388671875
104.143071,2.91067041015625
104.237156,2.90075048828125
104.515685,2.880083984375
104.615614,2.87925732421875
105.09771,0.99943212890625
105.197972,0.77127392578125
105.274231,0.69687451171875
105.358949,0.44474316406250003
105.454315,0.380263671875
105.558121,0.3389306640625
105.660591,0.333970703125
105.741728,0.32983740234375003
105.859484,0.32487744140625
105.955795,0.3190908203125
106.01868,0.29015771484375
106.089689,0.267837890625
106.19561,0.25543798828125003
106.346644,0.23890478515625002
106.593823,0.23725146484374998
106.670286,0.221544921875
106.786928,0.19757177734374998
106.864189,0.18103857421875
106.991127,0.1802119140625
107.237155,0.18103857421875
107.370622,0.17773193359375
107.472276,0.25047802734375
107.574932,0.25461132812500004
107.761341,0.19922509765625002
107.902228,0.18599853515625
108.036549,0.18103857421875
108.752579,0.17855859375
108.830192,0.17938525390625001
109.153574,0.1802119140625
109.239535,0.175251953125
109.334585,0.14797216796875
109.419043,0.1454921875
109.771289,0.21989160156249998
109.874501,0.1636787109375
109.949777,0.15871875000000002
110.182914,0.13887890625000002
110.337862,0.17359863281250001
110.433487,0.16533203125
110.51865,0.15623876953125002
110.608581,0.148798828125
110.818567,0.14962548828125
111.000357,0.148798828125
111.297695,0.13887890625000002
111.39588,0.14466552734375002
111.490782,0.14301220703125
111.932698,0.1438388671875
112.022666,0.14466552734375002
112.146691,0.148798828125
112.260365,0.15458544921875
112.402755,0.15127880859375
112.507859,3.4835458984375003
112.595007,9.839735839843751
112.681933,18.5783603515625
112.75565,28.65452099609375
112.823803,37.91807470703125
112.928629,44.8992197265625
113.025609,45.679586914062504
113.1035,46.06150390625
113.251473,46.9460302734375
113.343685,47.113015625
113.433356,47.18658837890625
113.518779,47.2337080078125
113.626721,47.235361328125
113.710883,47.24280126953125
113.80994,47.2849609375
113.888684,47.51229248046875
114.00746,48.0074619140625
114.093699,47.98514208984375
114.179326,45.99950439453125
114.33906,30.578159179687496
114.43027,14.312793945312501
114.530774,5.69320849609375
114.606198,1.6276938476562504
114.686872,1.0498583984375
114.770459,1.2383369140625
114.853989,0.78946044921875
114.95095,0.591888671875
115.108514,0.45466308593750004
115.24007,0.53815576171875
115.388396,0.26701123046875
115.482686,0.24386474609375
115.56208,0.23559814453125
115.640806,0.22485156250000002
115.718289,0.22402490234375
115.91722,0.221544921875
116.243663,0.22402490234375
116.321684,0.22237158203125001
116.422188,0.221544921875
116.48984,0.22567822265625004
116.5579,0.22485156250000002
116.75555,0.221544921875
117.170903,0.21575830078125
117.399884,0.373650390625
117.559562,0.22567822265625004
117.661049,0.21410498046875
117.743282,0.21989160156249998
117.854099,0.22402490234375
118.009752,0.21906494140625002
118.147171,0.21823828125
118.334118,0.221544921875
118.419596,0.21906494140625002
118.580443,0.21493164062499998
118.678406,0.22815820312500004
118.863256,0.2265048828125
118.957565,0.22402490234375
119.034269,0.221544921875
119.185952,0.21989160156249998
119.282746,0.2231982421875
119.373827,0.21493164062499998
119.594887,0.2231982421875
119.800736,0.221544921875
120.015861,0.22237158203125001
120.486344,0.221544921875
120.615434,0.21658496093750002
120.735378,0.21410498046875
120.802362,0.21079833984375004
121.152364,0.23973144531249999
121.223781,0.22898486328125
121.302841,0.21823828125
121.385444,0.1967451171875
121.444341,0.18930517578125
121.522918,0.2000517578125
121.66273,0.1835185546875
122.038645,0.19178515625
122.213999,0.19261181640625
122.335742,0.19343847656250002
122.431664,0.18599853515625
122.535878,0.18269189453125
122.681792,0.17938525390625001
122.76959,0.1835185546875
122.853825,0.18434521484375
123.24779,0.185171875
123.335272,0.18434521484375
123.410214,0.18186523437500002
123.619421,0.185171875
123.886949,0.18434521484375
123.970665,0.18103857421875
124.217732,0.18434521484375
124.353314,0.1868251953125
124.475466,0.185171875
124.590662,0.18269189453125
124.686231,0.18103857421875
124.763121,0.18186523437500002
126.017565,0.18269189453125
126.037673,0.185171875
126.839274,0.18434521484375
126.863834,0.18269189453125
127.224817,0.18930517578125
127.290596,0.21245166015624997
127.373496,0.221544921875
127.560572,0.21823828125
127.94708,3.0536826171875
128.11633,2.9842431640625002
128.263283,3.0412827148437502
128.364529,2.9214169921875
128.478593,2.84453759765625
128.57689,2.81808447265625
128.670289,2.7957646484375003
128.755971,2.787498046875
128.940377,0.23063818359375005
129.016321,0.585275390625
129.078983,0.7555673828125
129.155817,0.5770087890625
129.250385,0.4678896484375
129.354283,0.4364765625
129.446885,0.41581005859375003
129.533254,0.39762353515625004
129.611516,0.37447705078125
129.693451,0.36290380859375
129.922692,0.3620771484375
130.0165,0.3488505859375
130.09914,0.3190908203125
130.201981,0.274451171875
130.316008,0.2595712890625
130.421836,0.25874462890625
130.672446,0.25791796875
131.386584,7.468874511718751
131.49436,16.24221875
131.602376,31.79252294921875
131.682753,38.77614794921875
